customer_id,recency_days,frequency,monetary,R_score,F_score,M_score,RFM_score,segment
7735ffa2-6572-487a-b13d-192d552b6664,203,7,6476.44,1,3,3,133,At Risk
773f2a0e-3492-44e9-b149-4e7bb5d407b7,74,10,12430.32,3,3,4,334,High Value / Loyal
7747daa1-10e3-41da-94e1-b0585a4a3596,7,20,21026.33,4,4,4,444,High Value / Loyal
775e1bad-6b2b-4174-82c7-dc67a0ce32f6,79,10,11156.8,3,3,4,334,High Value / Loyal
7768b564-60a2-4164-bc82-a7db3da787d1,8,1,120.77,4,1,1,411,New / Promising
77852d33-2904-4dc1-aa9c-6087382c0e8e,172,5,4235.95,2,2,2,222,Low Engagement
77852edf-a4f8-464c-92c6-202a036d34aa,291,5,3157.85,1,2,2,122,Low Engagement
778c5cb4-79f3-413d-91f7-d90b9ab93d12,930,5,5205.66,1,2,3,123,Low Engagement
77a07097-7061-4e2e-a721-e4444ae2c235,60,11,7161.82,3,4,3,343,High Value / Loyal
77a1e574-1eb3-4450-b996-cf871a05e958,182,7,5936.94,1,3,3,133,At Risk
77b3da96-3d2a-457b-9960-e02612cfdea1,36,4,2100.39,4,2,2,422,New / Promising
77d51e71-3f64-4c48-9498-dc2e191f1565,21,17,21685.29,4,4,4,444,High Value / Loyal
77da6294-6c03-4404-b176-3e146e8c30b6,73,10,13334.78,3,3,4,334,High Value / Loyal
77df43a2-0830-48c8-aa95-beaf3a933fa0,435,2,2520.22,1,1,2,112,Low Engagement
77ea2384-a68d-46e4-bf9b-d7dd0cc43ffc,585,9,9334.37,1,3,4,134,At Risk
77eb9888-441a-48c7-9ee6-d9e2b221d8bb,0,1,296.98,4,1,1,411,New / Promising
77f7e9d6-b170-4a25-b8df-701b080edc81,221,1,339.55,1,1,1,111,Low Engagement
780361db-342f-4df7-88fb-45b8535a24d1,3,6,4319.91,4,2,2,422,New / Promising
7840b2da-9074-41a8-92bf-3ce72da6acc6,21,3,930.67,4,1,1,411,New / Promising
78468fc5-51b6-4d28-a8c9-324fb59a3a12,290,4,6864.09,1,2,3,123,Low Engagement
784aaf94-95b9-4ee0-a97c-d034c0f9d1da,4,1,222.85,4,1,1,411,New / Promising
784e7393-cb2c-4243-9d21-34e1b9a49a0f,229,5,5402.17,1,2,3,123,Low Engagement
7854f374-7aa7-4db0-aca4-ef636af38d8a,96,3,545.22,2,1,1,211,Low Engagement
78632bd7-53cc-4ea1-84d5-30bba4d8379a,77,15,18199,3,4,4,344,High Value / Loyal
787a625b-a4d5-411c-9464-90dec712eafe,115,15,12377.86,2,4,4,244,At Risk
787c5abc-ca1a-4ec8-a128-9eb4da98a66d,388,16,12265.87,1,4,4,144,At Risk
787d1130-e3ce-4b70-af72-a523ad683a70,34,8,5243.22,4,3,3,433,High Value / Loyal
789a6696-d1a0-4a2b-a27b-de1c6e9ec000,124,7,15157.63,2,3,4,234,At Risk
78e1d172-5df3-4c8c-b7b0-715e2e130a31,60,11,6385.5,3,4,3,343,High Value / Loyal
78ed9f12-a360-425d-b316-69ca33f217d0,136,6,4272.4,2,2,2,222,Low Engagement
79165e73-b9fe-4bed-a824-e9097a646f73,95,5,4913.48,2,2,3,223,Low Engagement
79177170-a532-4925-9860-078e6ec7ff5b,69,13,10247.97,3,4,4,344,High Value / Loyal
792ec366-8549-4bf5-8421-1603c0d3a301,69,11,4536.99,3,4,2,342,Low Engagement
79399aa9-63f7-43e3-8435-d0d3de3a86da,72,1,605.48,3,1,1,311,New / Promising
793d94e1-d47c-479d-8076-25dc46a94a08,158,12,11625.72,2,4,4,244,At Risk
7945c042-8272-4cf6-b8dd-f4ca9facfb25,260,1,1417.86,1,1,1,111,Low Engagement
794830d5-81f1-48d7-b923-31bc6c6a6945,232,10,14186.78,1,3,4,134,At Risk
795ee70e-16d6-4bce-8f86-234b35d2f7d6,86,6,2568.54,3,2,2,322,New / Promising
7963efd9-047f-46ae-980d-c28cd8c9e1ae,206,5,812.04,1,2,1,121,Low Engagement
796d48b5-5516-4f30-8f2f-2e97de03b335,93,8,12662.25,2,3,4,234,At Risk
79761a99-7b52-4de7-9714-43c32b9f5e00,180,4,2809.22,2,2,2,222,Low Engagement
799325d2-97b9-43b2-97a4-feaa0be6011f,71,8,9397.32,3,3,4,334,High Value / Loyal
799a0015-e9ee-4fc8-a17a-7296b0b8054b,198,1,183.32,1,1,1,111,Low Engagement
79b20620-57f3-49c3-a27c-6c4793c65826,166,1,1031.74,2,1,1,211,Low Engagement
79c37093-c8a6-47c5-ad0f-b8f3d621f3b8,398,1,252.38,1,1,1,111,Low Engagement
79d4975a-8e62-4a50-8064-bda4fbf562bd,80,2,1716.77,3,1,1,311,New / Promising
79da5947-8875-4356-a2b2-6734985b15cc,223,7,5549.98,1,3,3,133,At Risk
79fdd023-327f-49f0-a588-48530cb5675c,6,4,607.72,4,2,1,421,New / Promising
7a05ba9c-3afe-42cf-bfc6-0e95f1e50bcf,165,4,10883.21,2,2,4,224,Low Engagement
7a0c7da1-530d-4564-8efa-055b91fe3ad7,64,4,2063.11,3,2,2,322,New / Promising
7a1227a5-64d6-4e01-b98f-e8591ce61e7a,151,4,1549.42,2,2,1,221,Low Engagement
7a43048f-aa67-4de7-9e20-bd652dbfabbd,335,3,2236.28,1,1,2,112,Low Engagement
7a46c833-4d81-430d-a7ef-ac8ce9b73286,35,5,2590.61,4,2,2,422,New / Promising
7a4c23b3-29aa-4b2a-8bf3-6b2fe57367dc,147,9,6624.24,2,3,3,233,At Risk
7a5c5db4-60e5-4871-b76e-f5908d859cbe,75,6,4906.44,3,2,3,323,New / Promising
7a68b5b8-832a-4531-a77d-0c7700a11ba3,346,12,10838.87,1,4,4,144,At Risk
7a6ce8a6-ca00-42eb-9a48-96b73ff03d42,212,8,3115.7,1,3,2,132,At Risk
7a6d583f-8857-4d9d-8368-2d9390bacd10,204,7,6040.24,1,3,3,133,At Risk
7a74a9fb-35a1-4cc1-a06a-9e3114367c9b,46,13,10435.14,4,4,4,444,High Value / Loyal
7a87ae4b-21dd-43af-ae68-c65c8fd42a8c,39,12,8134.06,4,4,4,444,High Value / Loyal
7ab98d6a-773f-4c38-80af-ef1f50396fd2,50,6,3097.23,3,2,2,322,New / Promising
7ae7984c-a4a9-40dc-aedf-1107ed4d7264,75,1,999.04,3,1,1,311,New / Promising
7af821d6-e33c-4e86-9001-4d648b11ddca,116,18,15319.51,2,4,4,244,At Risk
7b189680-0496-4384-bd94-8152cea9a0cd,113,11,7175.98,2,4,3,243,At Risk
7b1b9980-9d65-40fc-8ad6-6afaae4699e4,35,11,6081.04,4,4,3,443,High Value / Loyal
7b2687b5-b974-4db8-a307-c1732d16b20a,217,8,4021.68,1,3,2,132,At Risk
7b369b23-33bf-47ac-952d-719f931878fa,69,3,2497.06,3,1,2,312,New / Promising
7b41565e-134f-4a34-aad8-4d2cd46d80ae,39,6,3739.06,4,2,2,422,New / Promising
7b51b6cd-23e9-4328-a446-fbd207d57dc4,58,4,1560.14,3,2,1,321,New / Promising
7b543ed9-52ee-451d-88a2-8e19a376d1e6,58,1,38.46,3,1,1,311,New / Promising
7b660d5c-d5a2-4831-aa3d-9e85f91c7c14,91,13,7553.2,2,4,3,243,At Risk
7b8c71ae-033f-472c-a56f-1b11d72618de,275,3,4760.3,1,1,3,113,Low Engagement
7bb3c011-d6dc-4ac9-a414-e6c3546ca534,35,10,5562.33,4,3,3,433,High Value / Loyal
7bd0ba57-2b99-4a0d-8e97-b27c7bfef1cf,108,2,1165.56,2,1,1,211,Low Engagement
7bdd64fb-e589-462b-9924-b2442fc196d5,66,15,9519.26,3,4,4,344,High Value / Loyal
7c15eaeb-bffd-4f97-b4da-19601d48aaaf,139,8,9333.56,2,3,4,234,At Risk
7c1a4c87-174d-44dd-b13b-61010f927944,98,2,986.16,2,1,1,211,Low Engagement
7c228cf2-ab54-49f4-96f2-605adc577773,207,7,8491.65,1,3,4,134,At Risk
7c3570c1-7836-48a1-9ed4-bbd211e89682,24,1,55.19,4,1,1,411,New / Promising
7c385944-59b3-4947-b9b9-e2c919579f72,172,5,5612.22,2,2,3,223,Low Engagement
7c3cfe8a-8287-43d4-a116-811333b413b4,60,13,6400.08,3,4,3,343,High Value / Loyal
7c49c420-b051-453a-8072-451c9699f735,447,3,6042.88,1,1,3,113,Low Engagement
7c525a4e-140d-4e28-ab3c-3b547ca6efdc,59,10,8990.32,3,3,4,334,High Value / Loyal
7c66381f-c96d-44c4-9987-677b42abe77c,232,7,6353.18,1,3,3,133,At Risk
7c6f9d72-9689-42e5-b081-f7af88dc60f1,21,16,7947.15,4,4,3,443,High Value / Loyal
7c819b0f-c394-4968-8fc0-36a7addb34a0,128,1,859.7,2,1,1,211,Low Engagement
7c854dd5-7650-4bae-b68f-f9b13c3873bc,21,16,6693.28,4,4,3,443,High Value / Loyal
7c8ab82f-70cc-418f-963f-1bf32632e25f,27,2,891.33,4,1,1,411,New / Promising
7c8bf865-638d-45a9-923d-cd99a814a3ed,712,1,105.45,1,1,1,111,Low Engagement
7c99b6c8-88af-4940-9c8d-c10d252c8793,19,7,5268.11,4,3,3,433,High Value / Loyal
7ca0086f-afa5-4254-9b72-ebc7d3d2b683,9,7,3321.65,4,3,2,432,Low Engagement
7ca7c9ed-fc56-4b65-ab3e-a9cf08c464e5,12,7,7511.57,4,3,3,433,High Value / Loyal
7cae6229-eb29-4699-9bdd-e829d44bd85a,32,7,4995.36,4,3,3,433,High Value / Loyal
7cd303ef-3550-408a-85dc-0e8627366e48,56,12,3980.74,3,4,2,342,Low Engagement
7ce7fe60-cabf-49fe-adca-80365d785469,135,3,1609.34,2,1,1,211,Low Engagement
7cefe84f-bb6e-476a-beda-08ba857ae7a7,110,13,8873.74,2,4,4,244,At Risk
7cfeca41-a3f3-448c-9626-ff2f7ddf395e,353,3,2352.76,1,1,2,112,Low Engagement
7d119a86-1681-43fc-8735-a9a2b9cbc2f8,78,1,1292.44,3,1,1,311,New / Promising
7d16cc25-e518-458e-aa90-162d3ef0868b,11,7,3644.13,4,3,2,432,Low Engagement
7d1891e0-32ac-4d13-bb52-e025889b703d,82,2,832.85,3,1,1,311,New / Promising
7d216e24-a8fd-4bfa-ba37-e935c6509ca7,76,17,8859.31,3,4,4,344,High Value / Loyal
7d35139c-e35c-4d3f-8d53-b8380882acab,293,4,4143.09,1,2,2,122,Low Engagement
7d4c60c3-6886-4e63-ac0d-ea8ca64842c5,100,4,5881.21,2,2,3,223,Low Engagement
7d4c7653-b1b1-4a97-9c15-b7731983310b,6,16,13792.94,4,4,4,444,High Value / Loyal
7d4e27f7-b890-419e-9b7d-1a6b029052d5,411,5,6482.88,1,2,3,123,Low Engagement
7d6ec7ce-dc29-492e-a496-cf4a4aa944ed,218,4,2791.76,1,2,2,122,Low Engagement
7d7b48a9-29ac-4d03-aabb-50617bb6812c,3,4,2547.35,4,2,2,422,New / Promising
7d7b70dc-17f0-49e2-a794-8b7e9c97fe37,8,9,6994.44,4,3,3,433,High Value / Loyal
7d7bb5d6-1059-4d5e-b568-2f606a41e9a2,35,4,2265.73,4,2,2,422,New / Promising
7d8ca7f9-53b5-4873-ab94-b3dbc1daf4a3,38,10,6298.74,4,3,3,433,High Value / Loyal
7d8d77aa-fdc7-4ebf-a3c5-49dfd22c8a5c,173,9,7124.62,2,3,3,233,At Risk
7d9d6b7a-c2f9-4781-9d99-8eef7b924af1,536,4,4179.64,1,2,2,122,Low Engagement
7da9ac1f-def6-4245-ad6f-335f57b135f2,130,3,1941.33,2,1,1,211,Low Engagement
7dac09c9-e097-482a-9fb3-7bcf20c5dbaa,101,9,7787.01,2,3,3,233,At Risk
7dd092bc-5318-453f-babf-efffb1c76757,420,1,829.86,1,1,1,111,Low Engagement
7ddab3bd-a49b-4122-9356-5bafa60fc685,136,2,487.81,2,1,1,211,Low Engagement
7de0a84e-25d6-4332-b2fd-3ad963c9c3c7,119,14,14953.56,2,4,4,244,At Risk
7de5b055-9346-4f70-95fb-cd7f0ec654ef,115,14,9903.91,2,4,4,244,At Risk
7de5fd1a-0108-49cb-9bcf-bb3740b84106,11,9,3803.09,4,3,2,432,Low Engagement
7df6c576-3eb7-4c7a-b55d-aeac7f011b8a,195,4,4487.68,1,2,2,122,Low Engagement
7dfebc1a-9414-42c4-97b2-ec4ff22705f2,228,7,7162.4,1,3,3,133,At Risk
7e021862-0eb8-49c2-8849-5c1512de15b0,0,7,4054.85,4,3,2,432,Low Engagement
7e0a6d07-3544-41c2-b3f9-ce92e333af3a,94,6,1983.64,2,2,1,221,Low Engagement
7e17094d-0235-47b0-928f-111836ac6aea,93,6,6544.82,2,2,3,223,Low Engagement
7e43dece-6864-40eb-ae54-0345dc71cb98,292,2,786.64,1,1,1,111,Low Engagement
7e45e009-4173-4b97-af54-f0ba16a008ee,23,9,8744.26,4,3,4,434,High Value / Loyal
7e56628e-bdf3-44c4-8019-634ef8e7e061,29,9,6574.15,4,3,3,433,High Value / Loyal
7e59d099-57b8-4b6b-a2af-2fa9f179e68c,180,4,949.52,2,2,1,221,Low Engagement
7e5d39f5-b2d6-48d8-9a17-dcafa0044687,36,4,5132.57,4,2,3,423,New / Promising
7e5de0e6-1359-4edd-8a1c-59ac35107e1c,420,5,2356.24,1,2,2,122,Low Engagement
7e636f4e-1ac6-4ea9-b32e-869c6121b10a,210,4,24721.11,1,2,4,124,Low Engagement
7e6a4133-c3db-45f4-9b94-fbf170713247,118,2,2123.02,2,1,2,212,Low Engagement
7ea07c70-5df5-4b29-8e6c-1a2379721ce6,88,16,11727.74,3,4,4,344,High Value / Loyal
7eaa14cf-8399-4c15-90f2-4082dcfcc7d0,219,3,2327.16,1,1,2,112,Low Engagement
7eae1853-b414-457c-bf4e-b1729174d401,21,9,6981.42,4,3,3,433,High Value / Loyal
7eb9b69d-f598-4ef3-ae46-22f25f7e5d86,139,3,2277.26,2,1,2,212,Low Engagement
7ebb1608-642e-4fa9-b638-4056146044f9,354,10,9107.75,1,3,4,134,At Risk
7edebe03-7a84-4193-9859-55afe5da817a,113,1,310.69,2,1,1,211,Low Engagement
7eec5b02-ed1d-4963-a632-8662c8c05bc6,92,3,2109.9,2,1,2,212,Low Engagement
7ef4501f-3253-40fd-9f43-d1ce685f8543,73,2,1212.03,3,1,1,311,New / Promising
7ef7bdc5-ee36-4a38-9f1d-969caa6eb1ed,29,7,3818.17,4,3,2,432,Low Engagement
7efb4b9f-7782-4322-8fd1-55abd9c9f2ce,330,14,7629.12,1,4,3,143,At Risk
7efe3462-fcd3-4717-851e-02357c68ad39,61,8,7587.53,3,3,3,333,High Value / Loyal
7f036163-ede0-4e78-a80f-2e90cd04e78b,15,2,2028.84,4,1,1,411,New / Promising
7f0e9c75-d13e-493f-a087-504384a4427a,1,3,5854.78,4,1,3,413,New / Promising
7f4cb5f0-1f30-48cd-9846-cc5349a416fd,64,2,542.09,3,1,1,311,New / Promising
7f505810-0867-46f2-a9f3-666357dc1d5d,57,10,8629.23,3,3,4,334,High Value / Loyal
7f59642b-a7ad-429c-9520-80c7fdcba29c,0,8,16520.99,4,3,4,434,High Value / Loyal
7f606ddb-fc38-4ad7-821d-92126dbfdd6c,75,2,1059.35,3,1,1,311,New / Promising
7f61dca9-c588-425f-bf63-0276f8575172,169,7,3874.35,2,3,2,232,At Risk
7fa1ab07-a3f0-4fff-862e-ef2385cf5cc0,83,6,3729.01,3,2,2,322,New / Promising
7fad430a-b4f1-41a3-9629-106c09a77a58,225,18,18024.44,1,4,4,144,At Risk
7fbc9bef-ac07-417a-a67d-5ac9e8a8224f,306,13,8045.02,1,4,4,144,At Risk
7fcd3f66-dc50-4724-8d2e-c3e43f61c74b,101,15,13741.99,2,4,4,244,At Risk
7fd0ba72-ff3a-4c7f-8e1f-ed14d86f4bc9,175,6,3363.93,2,2,2,222,Low Engagement
7fea20c8-d7ab-48b1-9936-9a1a96e76bf9,0,2,2421.55,4,1,2,412,New / Promising
7ff5d17f-74ab-4838-96fd-a177003506fe,53,1,207.6,3,1,1,311,New / Promising
80045892-932c-4291-b0c4-ce851be0973b,17,9,7971.91,4,3,3,433,High Value / Loyal
8011786a-0e5f-40af-a700-4e49b67f3a75,98,6,6640.61,2,2,3,223,Low Engagement
8012f39a-b1b8-4483-ae18-63a3847b629e,8,4,5001.98,4,2,3,423,New / Promising
80241176-c9c9-4a84-aa3c-440dd25234ad,69,2,716.23,3,1,1,311,New / Promising
802c5926-8299-4877-8352-ad0193f7ec0b,30,5,3044.88,4,2,2,422,New / Promising
804f533e-9053-47a4-8689-8392e49fca91,108,17,12169.78,2,4,4,244,At Risk
80695c72-7768-4270-84f1-32f614842727,52,10,7038.69,3,3,3,333,High Value / Loyal
8069d7c5-d6dd-41d6-94bc-2ad569ecca24,166,18,19224.84,2,4,4,244,At Risk
80701375-abc2-460c-8a9f-c81b930a9e32,184,11,8959.18,1,4,4,144,At Risk
80733a83-fe00-4afd-bb0e-4d3d4a971ae6,136,3,4670.37,2,1,3,213,Low Engagement
808fef69-43d3-4fd0-ae6b-e5d7574d13bd,62,3,3140.43,3,1,2,312,New / Promising
8092762d-6497-4340-8fde-664522e5a2fa,26,4,1279.05,4,2,1,421,New / Promising
809ba67c-9a46-4baf-835b-c8efd96f0032,26,8,5032.52,4,3,3,433,High Value / Loyal
80bef751-c940-4ac4-8684-583269749a32,224,2,642.44,1,1,1,111,Low Engagement
80d6279c-854a-4009-bbb6-ba80c2bc9cb0,96,7,11175.5,2,3,4,234,At Risk
80de7f23-a7e6-4344-836c-2bf7779e32a4,46,6,3768.45,4,2,2,422,New / Promising
80e1373b-23c0-4033-adb0-009f796cfc93,48,7,8133.64,4,3,4,434,High Value / Loyal
80e319ef-0852-478b-8a48-b96598d09361,110,2,503.42,2,1,1,211,Low Engagement
80f03c6b-8e94-45cd-b54b-0afaa172e1f8,121,7,5779.23,2,3,3,233,At Risk
80f5a58c-bb4b-4e95-ac87-d2c7f5f60fde,2,2,1819.04,4,1,1,411,New / Promising
80fb240e-2633-4f4f-972c-735333b7652d,103,6,3661.36,2,2,2,222,Low Engagement
810c6318-0185-47e1-b6b9-62592eeb88d4,229,9,8603.05,1,3,4,134,At Risk
81131bcc-d5a8-4e43-ab08-156bfcffa0ad,59,6,10535.88,3,2,4,324,New / Promising
8118b5df-246b-4da3-a645-04f47d24f067,230,10,5994.63,1,3,3,133,At Risk
81337e45-66e1-4ae3-8a27-beb2ea38b31b,105,10,9707.68,2,3,4,234,At Risk
813f38e1-e1ce-4497-83ea-b3b7f9a0c3bf,195,6,6127.75,1,2,3,123,Low Engagement
813f7e23-090d-4c9e-ad87-b449f175baa7,71,1,2333.24,3,1,2,312,New / Promising
815aac28-e9eb-42bc-85cc-b94a3ffbf416,179,1,117.57,2,1,1,211,Low Engagement
817452c6-c816-4655-8959-af1856fe327d,43,4,1338.42,4,2,1,421,New / Promising
818589c1-032b-40dd-af4b-721adba19c50,63,12,8162.67,3,4,4,344,High Value / Loyal
8189a117-aeff-4c21-b016-ad5810f26a6b,15,17,13257.68,4,4,4,444,High Value / Loyal
819c4631-233f-4c17-b9b2-c4febd17a9f3,38,3,2484.17,4,1,2,412,New / Promising
81a16a12-e844-4185-8a7d-b7168bf867aa,129,12,9316.63,2,4,4,244,At Risk
81ab5859-c133-4ef4-9f0b-3ad69da426cc,73,12,9618.19,3,4,4,344,High Value / Loyal
81adb8ac-3785-4202-9583-300d51ee6d00,41,6,1637.49,4,2,1,421,New / Promising
81b29f5b-a070-45a0-89db-c32753f02eed,77,18,8681.58,3,4,4,344,High Value / Loyal
81c077d0-2fe8-4926-80c5-f40c718ac6cd,551,4,6707.46,1,2,3,123,Low Engagement
81dd3cac-a54a-4414-82a2-1b8a6b359153,99,1,945.85,2,1,1,211,Low Engagement
81efc54e-219d-4239-bf70-ee71c2b801a9,69,5,69105.93,3,2,4,324,New / Promising
82050cec-4744-4ae1-82c3-42492a91180c,82,9,9219.7,3,3,4,334,High Value / Loyal
820e8417-878e-48c0-899f-88550d8d23cf,91,2,1381.59,2,1,1,211,Low Engagement
820f8429-56f0-4868-9024-7787067836e9,17,16,12175.55,4,4,4,444,High Value / Loyal
8214036d-0e2e-4497-a399-7661aa10fd3f,299,2,561.09,1,1,1,111,Low Engagement
82197d8e-1c05-465c-8b48-5da1de960342,74,3,1047.69,3,1,1,311,New / Promising
821dd78b-0243-49d7-9195-9eae79be0298,588,3,1354.87,1,1,1,111,Low Engagement
822164e3-70f7-40ff-99e6-d0d1c6dc5e62,102,17,13776.82,2,4,4,244,At Risk
8260b1f4-6c31-401d-8f6b-6fbbb52dd5dc,31,4,2552.96,4,2,2,422,New / Promising
82696c27-c7e5-42a3-97d9-1b6b3b03b425,104,5,6682.75,2,2,3,223,Low Engagement
826dcff8-2267-48a3-90fd-11184beac40a,395,1,950.91,1,1,1,111,Low Engagement
827048ff-c371-4e89-873e-d0b0977491f3,191,2,5360.23,1,1,3,113,Low Engagement
828eb707-5a46-48df-bbcf-8d0f8dc2db29,1,9,3523.41,4,3,2,432,Low Engagement
82a0fe9b-dc7a-4419-bd03-15c57037790b,304,9,13714.95,1,3,4,134,At Risk
82bd695f-5ca4-4951-b865-faf2ee5fce96,86,10,8064.73,3,3,4,334,High Value / Loyal
82c77e2e-9966-4a90-ac36-334b4612a47a,161,3,2824.67,2,1,2,212,Low Engagement
82ea596b-3cf4-46bb-9cf8-f5ba0538b175,657,2,1061.37,1,1,1,111,Low Engagement
82fb1aae-c5e4-4544-996f-5c10369bbe0c,30,11,8833.66,4,4,4,444,High Value / Loyal
82ffd869-ec5a-4cf2-9cdf-8734ad34710c,6,17,13336.55,4,4,4,444,High Value / Loyal
83004d13-d6ed-438e-b3d6-93dfa9c9328e,48,6,4845.93,4,2,3,423,New / Promising
8301523e-c4a9-40ce-b2fe-fcbed7ee47f5,85,2,677.1,3,1,1,311,New / Promising
83028bf5-4705-479d-9b0f-aee869ddc83d,80,12,10170.63,3,4,4,344,High Value / Loyal
83111753-327d-46ef-830d-e49f03e40901,71,7,5409.6,3,3,3,333,High Value / Loyal
83181857-8247-4f8d-89d9-d95de9b7a3b0,75,4,3020.46,3,2,2,322,New / Promising
8323deab-3b8e-4490-a4c8-42d0f6729c14,602,1,1298.82,1,1,1,111,Low Engagement
8333d268-2a88-44a4-b045-1ddd6c2d998a,486,9,4035.18,1,3,2,132,At Risk
8353fe88-ddc0-4a61-957c-bd0f82983496,62,10,9707.18,3,3,4,334,High Value / Loyal
8369776e-e79e-4fc7-a0e5-1015c9a6b8ce,111,12,6406.79,2,4,3,243,At Risk
836cd838-68cb-4684-819a-b53c8ff40706,97,3,979.35,2,1,1,211,Low Engagement
83786a86-db78-44ad-a9d1-bb381eeb4196,48,17,12805.82,4,4,4,444,High Value / Loyal
83863e3c-2050-4159-b0d5-e5cf95ca19ab,58,5,5761.55,3,2,3,323,New / Promising
838aa59a-3e49-4bf0-9fdb-52c98b892d8e,213,5,3134.9,1,2,2,122,Low Engagement
838f7397-00ec-4e99-a637-76175d975416,63,11,13639.34,3,4,4,344,High Value / Loyal
8393a790-b910-46b3-9801-4ce9581edc2d,26,8,8252.08,4,3,4,434,High Value / Loyal
83956b87-6e81-4c82-bf6f-19409e9aefd4,102,6,3836.52,2,2,2,222,Low Engagement
83acf393-ddcb-470a-8fd4-e12cc8ce93c7,97,1,779.06,2,1,1,211,Low Engagement
83ad70cd-117d-4978-aa1b-db28376efbcd,70,3,1985.95,3,1,1,311,New / Promising
83c0ad90-d5b4-4ce6-9beb-0a39140aec34,72,12,10292.42,3,4,4,344,High Value / Loyal
83c0b7a2-1144-4fea-acfa-b836c245726c,35,9,8136.07,4,3,4,434,High Value / Loyal
83c5f65f-488e-4148-9c2d-1c984b3ca3f9,207,15,20013.31,1,4,4,144,At Risk
83d0c8b0-17c4-40c7-817b-ed3af113ec47,87,10,5765.93,3,3,3,333,High Value / Loyal
83d7a64e-470e-48a8-8053-426affd96f6f,98,11,20874.32,2,4,4,244,At Risk
83e22dad-ab7c-4e0d-b26a-76aa30163719,68,9,6278.18,3,3,3,333,High Value / Loyal
83f27498-c0ad-4b2b-ae7c-228733a50fbc,1039,4,10963.54,1,2,4,124,Low Engagement
84046826-9f7b-4806-849a-36c98c2dc8d3,90,5,5752.72,2,2,3,223,Low Engagement
840d3bc2-d2c8-4a3e-8e1c-f98f3aaa2784,21,8,8109.72,4,3,4,434,High Value / Loyal
84209b6c-49a7-4cfb-b5ca-3597523075ba,121,3,1369.71,2,1,1,211,Low Engagement
84383f62-b3d4-43ce-a9ef-384270640e2c,87,11,7081.01,3,4,3,343,High Value / Loyal
843d5b4a-ae95-4581-9491-0951093d8773,33,9,11637.47,4,3,4,434,High Value / Loyal
844fbd4d-55d8-4982-a8c0-1ba030a9375a,106,6,2537.49,2,2,2,222,Low Engagement
846b3da1-950a-4c2b-ba33-14eb0ae28146,22,4,1333.48,4,2,1,421,New / Promising
8481149d-02b5-4fc7-afd3-bdeaaf698b0f,86,10,17000.49,3,3,4,334,High Value / Loyal
848888a2-c829-43d5-8f17-5770cc47304a,124,1,1538.37,2,1,1,211,Low Engagement
8490574e-b7de-4a50-9a13-2d557843f1b0,69,10,5505,3,3,3,333,High Value / Loyal
84924c10-920d-4750-ad63-d03c40800f1d,95,13,9796.65,2,4,4,244,At Risk
849334b9-71e5-4c1a-baa2-4e0afc2a06fc,30,2,1672.43,4,1,1,411,New / Promising
8495d18d-5159-4f02-8de6-f515940ef34f,105,12,9259.65,2,4,4,244,At Risk
84966fe1-8fd7-4a4a-abf3-54f9574307d6,919,2,1793.82,1,1,1,111,Low Engagement
849a8653-f869-4056-abac-3ec07aa5b48f,444,4,1695.67,1,2,1,121,Low Engagement
84a41b86-b748-4c2d-a9ac-223463d2e14b,8,9,7978.18,4,3,3,433,High Value / Loyal
84a900f1-2adf-4dcb-897a-e0bf77e7a2f7,11,6,6958.91,4,2,3,423,New / Promising
84abc5ce-870b-4980-9f2d-1584e4061f87,92,5,3463.22,2,2,2,222,Low Engagement
84bc0e25-57cb-42e3-9799-637ca95c4b24,349,3,3049.12,1,1,2,112,Low Engagement
84c1dc4b-e74a-4eba-b307-db93e00f26d9,304,2,702.8,1,1,1,111,Low Engagement
84fb2512-abe8-4c66-9a29-0d81605ee468,106,3,1410.19,2,1,1,211,Low Engagement
850ab209-4101-4593-8aa3-145f860a97f4,47,1,760.63,4,1,1,411,New / Promising
850ca8cb-4091-4e32-8182-140703f651db,407,6,1899.21,1,2,1,121,Low Engagement
850d590c-c458-47f6-8247-83f7c2938593,154,12,9090.69,2,4,4,244,At Risk
851cfa49-9fcf-4128-bd7d-229b38836e8e,194,1,620.76,1,1,1,111,Low Engagement
8520e470-5a92-42c1-9528-7fca8107fd87,70,8,3508.8,3,3,2,332,Low Engagement
852626b9-0205-4513-bb37-c624d0ec47cf,898,2,594.1,1,1,1,111,Low Engagement
852a87bb-4884-4fce-a134-f025a1acfe3f,12,13,9208.71,4,4,4,444,High Value / Loyal
8530649a-f08f-4301-ab73-48266b4fbf04,3,6,2503.61,4,2,2,422,New / Promising
8536acb9-e847-45d8-9da7-dbc4fbaf5e28,10,16,18774.18,4,4,4,444,High Value / Loyal
85557366-4ca8-4bcf-80c3-ff3cbbcd702d,64,19,13847.9,3,4,4,344,High Value / Loyal
855ab280-3bb0-4da7-87ab-d230ac71c419,567,2,328.79,1,1,1,111,Low Engagement
8585dea6-a061-4fd3-b32d-a9c5d89d7c93,81,3,1029.7,3,1,1,311,New / Promising
8595dcfa-2bfc-46f4-a15a-042af85b78cd,172,8,7266.55,2,3,3,233,At Risk
85afd9a7-5d50-415e-a7b8-162614927827,23,2,3959.8,4,1,2,412,New / Promising
85b773f0-954a-49f5-a2f1-e9d7634d7b47,97,10,6230.97,2,3,3,233,At Risk
